DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2007-0172-CHN,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,GLIDE:FF-2007-000070,,CHN,China,Eastern Asia,Asia,"Garze Tibetan, Liangshan Yi, Ya'an districts (Sichuan Sheng province), Chongqing Shi province",Heavy rain,"Rain|Slide (land, mud, snow, rock)",No,No,No,,43530,Km2,30.28,107.78,,2007,5,24,2007,5,26,43,50,2300000,,2300050,,,,,78000,114626,68.04767383,"[{""adm1_code"":900,""adm1_name"":""Chongqing Shi""},{""adm2_code"":13269,""adm2_name"":""Ya'an""},{""adm2_code"":13271,""adm2_name"":""Garzê Tibetan""},{""adm2_code"":13272,""adm2_name"":""Liangshan Yi""}]",2008/3/11,2025/3/6
2007-0268-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Sichuan Sheng, Anhui Sheng, Hubei Sheng, Shaanxi Sheng, Henan Sheng, Jiangsu Sheng, Shandong Sheng provinces",Heavy rain,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2007,6,15,2007,7,,535,4000,105000000,,105004000,,,,,4425655,6503756,68.04767383,"[{""adm1_code"":898,""adm1_name"":""Anhui Sheng""},{""adm1_code"":909,""adm1_name"":""Henan Sheng""},{""adm1_code"":911,""adm1_name"":""Hubei Sheng""},{""adm1_code"":913,""adm1_name"":""Jiangsu Sheng""},{""adm1_code"":920,""adm1_name"":""Shaanxi Sheng""},{""adm1_code"":921,""adm1_name"":""Shandong Sheng""},{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""}]",2008/3/11,2023/9/25
2007-0313-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Tengchong Xian area (Baoshan district, Yunnan Sheng province), Fuyuan Xian area (Qujing district, Yunnan Sheng province), Yuanjiang Hani-Yi-Dai Zizhi area (Yuxi district, Yunnan Sheng province), Pu'er, Dehong Dai and Jingpo, Lincang districts (Yunnan Sheng province)",Heavy rain,"Slide (land, mud, snow, rock)",No,No,No,,165100,Km2,24.1,100.16,,2007,7,18,2007,8,3,170,,386000,,386000,,,,,40000,58782,68.04767383,"[{""adm2_code"":13304,""adm2_name"":""Qujing""},{""adm2_code"":13305,""adm2_name"":""Yuxi""},{""adm2_code"":13310,""adm2_name"":""Pu'er""},{""adm2_code"":13313,""adm2_name"":""Baoshan""},{""adm2_code"":13314,""adm2_name"":""Dehong Dai and Jingpo""},{""adm2_code"":13318,""adm2_name"":""Lincang""}]",2008/3/11,2023/9/25
2007-0314-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Jinan, Qingdao, Yantai, Zibo districts (Shandong Sheng province)",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Km2,36.68,119.23,,2007,7,18,2007,7,22,83,142,112600,,112742,,,,,329000,483485,68.04767383,"[{""adm2_code"":13225,""adm2_name"":""Jinan""},{""adm2_code"":13226,""adm2_name"":""Qingdao""},{""adm2_code"":13227,""adm2_name"":""Zibo""},{""adm2_code"":13230,""adm2_name"":""Yantai""}]",2008/3/11,2023/9/25
2007-0315-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2007-000112,,CHN,China,Eastern Asia,Asia,"Luntai Xian, Ruoqiang Xian areas (Bayin'gholin Mongol district, Xinjiang Uygur Zizhiqu province), Huocheng Xian area (Ili Kazakh district, Xinjiang Uygur Zizhiqu province), Kanas, Burqin areas (Altay district, Xinjiang Uygur Zizhiqu province), Changji Hui, Hami, Urumqi districts (Xinjiang Uygur Zizhiqu province)",Heavy rain,"Slide (land, mud, snow, rock)",No,No,No,,812700,Km2,43.09,88.21,,2007,7,14,2007,8,3,29,,350000,,350000,,,,,80000,117565,68.04767383,"[{""adm2_code"":13280,""adm2_name"":""?rümqi""},{""adm2_code"":13283,""adm2_name"":""Hami""},{""adm2_code"":13284,""adm2_name"":""Changji Hui""},{""adm2_code"":13286,""adm2_name"":""Bayin'gholin Mongol""},{""adm2_code"":13292,""adm2_name"":""Ili Kazakh""},{""adm2_code"":13294,""adm2_name"":""Altay""}]",2008/8/4,2023/9/25
2007-0333-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Lushi Xian area (Sanmenxia district, Henan Sheng province)",Heavy rain,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2007,7,29,2007,8,3,96,,,30000,30000,,,,,,,68.04767383,"[{""adm2_code"":13110,""adm2_name"":""Sanmenxia""}]",2008/3/11,2023/9/25
2007-0405-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2007-000097,,CHN,China,Eastern Asia,Asia,"Yibin, Xinshizhen, Pingshan areas (Yibin district, Sichuan Sheng province), Zhaotong district (Yunnan Sheng province)",continuous rain,"Slide (land, mud, snow, rock)",No,No,No,,32590,Km2,27.72,104.07,,2007,8,22,2007,8,27,17,,213000,,213000,,,,,5500,8083,68.04767383,"[{""adm2_code"":13266,""adm2_name"":""Yibin""},{""adm2_code"":13306,""adm2_name"":""Zhaotong""}]",2008/8/4,2023/9/25
2007-0414-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Yantai, Weihai districts (Shandong Sheng province)",Heavy rain,,No,No,No,,100100,Km2,36.37,118.72,,2007,8,9,2007,8,12,26,,2430000,,2430000,,,,,,,68.04767383,"[{""adm2_code"":13230,""adm2_name"":""Yantai""},{""adm2_code"":13234,""adm2_name"":""Weihai""}]",2007/9/6,2023/9/25
2007-0448-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,Ankang district (Shaanxi Sheng province),Heavy rain,,No,No,No,,4380,Km2,32.78,108.87,,2007,8,31,2007,9,2,11,,,17500,17500,,,,,26000,38209,68.04767383,"[{""adm2_code"":13222,""adm2_name"":""Ankang""}]",2007/9/20,2023/9/25
2008-0212-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FF-2008-000072,,CHN,China,Eastern Asia,Asia,"Guizhou Sheng, Hubei Sheng, Guangxi Zhuangzu Zizhiqu, Hunan Sheng, Jiangxi Sheng, Guangdong Sheng, Sichuan Sheng, Chongquing Shi, Shaanxi Sheng provinces",Torrential rains,"Slide (land, mud, snow, rock)",No,No,No,,106000,Km2,,,,2008,5,27,2008,6,5,64,166,538000,,538166,,,,,,,70.66008903,"[{""adm1_code"":900,""adm1_name"":""Chongqing Shi""},{""adm1_code"":903,""adm1_name"":""Guangdong Sheng""},{""adm1_code"":904,""adm1_name"":""Guangxi Zhuangzu Zizhiqu""},{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""},{""adm1_code"":911,""adm1_name"":""Hubei Sheng""},{""adm1_code"":912,""adm1_name"":""Hunan Sheng""},{""adm1_code"":914,""adm1_name"":""Jiangxi Sheng""},{""adm1_code"":920,""adm1_name"":""Shaanxi Sheng""},{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""}]",2008/7/31,2023/9/25
2008-0243-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2008-000084,,CHN,China,Eastern Asia,Asia,"Guangzhou, Shenzhen, Zhuhai, Foshan, Jiangmen, Zhanjiang, Maoming, Zhaoqing, Yangjiang, Dongguan, Zhongshan, Yunfu districts (Guangdong Sheng province), Jiangxi Sheng, Guizhou Sheng, Yunnan Sheng, Zheijiang Sheng, Anhui Sheng, Hubei Sheng, Hunan Sheng, Guangxi Zhuangzu Zizhiqu provinces",Torrential rain,"Slide (land, mud, snow, rock)",No,No,No,,366860,Km2,,,"Yellow river, Pearl river delta",2008,6,7,2008,6,22,176,,1600000,,1600000,,,120000,169827,2200000,3113497,70.66008903,"[{""adm1_code"":898,""adm1_name"":""Anhui Sheng""},{""adm1_code"":904,""adm1_name"":""Guangxi Zhuangzu Zizhiqu""},{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""},{""adm1_code"":911,""adm1_name"":""Hubei Sheng""},{""adm1_code"":912,""adm1_name"":""Hunan Sheng""},{""adm1_code"":914,""adm1_name"":""Jiangxi Sheng""},{""adm1_code"":929,""adm1_name"":""Yunnan Sheng""},{""adm1_code"":930,""adm1_name"":""Zhejiang Sheng""},{""adm2_code"":13028,""adm2_name"":""Guangzhou""},{""adm2_code"":13030,""adm2_name"":""Shenzhen""},{""adm2_code"":13031,""adm2_name"":""Zhuhai""},{""adm2_code"":13033,""adm2_name"":""Foshan""},{""adm2_code"":13034,""adm2_name"":""Jiangmen""},{""adm2_code"":13035,""adm2_name"":""Zhanjiang""},{""adm2_code"":13036,""adm2_name"":""Maoming""},{""adm2_code"":13037,""adm2_name"":""Zhaoqing""},{""adm2_code"":13042,""adm2_name"":""Yangjiang""},{""adm2_code"":13044,""adm2_name"":""Dongguan""},{""adm2_code"":13045,""adm2_name"":""Zhongshan""},{""adm2_code"":13048,""adm2_name"":""Yunfu""}]",2009/3/19,2023/9/25
2008-0263-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Dangyang Shi area (Yichang district, Hubei Sheng province), Shayang Xian area (Jingmen district, Hubei Sheng province), Wuhan Shi area (Wuhan district, Hubei Sheng province)",Heavy rains,,No,No,No,,43960,Km2,30.87,113.03,,2008,5,2,2008,5,5,3,,780000,,780000,,,,,19000,26889,70.66008903,"[{""adm2_code"":13117,""adm2_name"":""Wuhan""},{""adm2_code"":13120,""adm2_name"":""Yichang""},{""adm2_code"":13123,""adm2_name"":""Jingmen""}]",2008/8/24,2023/9/25
2008-0416-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Jinghong Shi area (Xishuangbanna Dai district, Yunnan Sheng province)",Torrential rain,,No,No,No,,24610,Km2,22.62,101.55,,2008,8,7,2008,8,11,20,,810000,,810000,,,,,42000,59439,70.66008903,"[{""adm2_code"":13311,""adm2_name"":""Xishuangbanna Dai""}]",2008/9/16,2023/9/25
2008-0507-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Yunnan Sheng, Guangxi Zhuangzu Zizhiqu provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2008,10,31,2008,11,4,67,,411000,,411000,,,,,29000,41042,70.66008903,"[{""adm1_code"":904,""adm1_name"":""Guangxi Zhuangzu Zizhiqu""},{""adm1_code"":929,""adm1_name"":""Yunnan Sheng""}]",2009/3/18,2023/9/25
2008-0519-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Wenchang Shi, Qionghai Shi areas (Hainan district, Hainan Sheng province), Haikou district (Hainan Sheng province)",Heavy rain,,No,No,No,,29940,Km2,19.16,109.82,,2008,10,10,2008,10,16,3,,50000,,50000,,,,,,,70.66008903,"[{""adm2_code"":13072,""adm2_name"":""Hainan""},{""adm2_code"":13073,""adm2_name"":""Haikou""}]",2008/11/18,2023/9/25
2008-0598-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Hubei Sheng, Yunnan Sheng provinces",Heavy rainstorms,,No,No,No,,,Km2,,,Yangtze river,2008,7,7,2008,7,7,19,,3000000,,3000000,,,,,102000,144353,70.66008903,"[{""adm1_code"":911,""adm1_name"":""Hubei Sheng""},{""adm1_code"":929,""adm1_name"":""Yunnan Sheng""}]",2009/1/6,2023/9/25
2009-0219-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Jiangxi Sheng, Hubei Sheng, Hunan Sheng, Guangdong Sheng provinces",Heavy rains,,No,No,No,,,Km2,,,,2009,4,1,2009,6,8,49,,5630000,,5630000,,,,,,,70.40886176,"[{""adm1_code"":903,""adm1_name"":""Guangdong Sheng""},{""adm1_code"":911,""adm1_name"":""Hubei Sheng""},{""adm1_code"":912,""adm1_name"":""Hunan Sheng""},{""adm1_code"":914,""adm1_name"":""Jiangxi Sheng""}]",2009/6/10,2023/9/25
2009-0227-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,Guizhou Sheng province,Heavy rains,,No,No,No,,,Km2,,,,2009,7,,2009,7,,11,,,,,,,,,,,70.40886176,"[{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""}]",2009/7/15,2023/9/25
2009-0235-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2009-000113,,CHN,China,Eastern Asia,Asia,Chongqing Shi province,,,No,No,No,,82900,Km2,26.85,110.28,,2009,6,19,2009,6,22,11,,106000,,106000,,,,,59000,83796,70.40886176,"[{""adm1_code"":900,""adm1_name"":""Chongqing Shi""}]",2009/7/16,2023/9/25
2009-0292-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2009-000113,,CHN,China,Eastern Asia,Asia,"Jiangsu Sheng, Zheijiang Sheng, Anhui Sheng, Jiangxi Sheng, Hubei Sheng, Hunan Sheng, Guangxi Zhuangzu Zizhiqu, Chongqing Shi, Sichuan Sheng, Guizhou Sheng, Yunnan Sheng, Fujian Sheng provinces",Heavy rain,"Slide (land, mud, snow, rock)",No,No,No,,542100,Km2,25.31,112.71,,2009,7,1,2009,7,8,90,,39372000,,39372000,,,,,1000000,1420276,70.40886176,"[{""adm1_code"":898,""adm1_name"":""Anhui Sheng""},{""adm1_code"":900,""adm1_name"":""Chongqing Shi""},{""adm1_code"":901,""adm1_name"":""Fujian Sheng""},{""adm1_code"":904,""adm1_name"":""Guangxi Zhuangzu Zizhiqu""},{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""},{""adm1_code"":911,""adm1_name"":""Hubei Sheng""},{""adm1_code"":912,""adm1_name"":""Hunan Sheng""},{""adm1_code"":913,""adm1_name"":""Jiangsu Sheng""},{""adm1_code"":914,""adm1_name"":""Jiangxi Sheng""},{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""},{""adm1_code"":929,""adm1_name"":""Yunnan Sheng""},{""adm1_code"":930,""adm1_name"":""Zhejiang Sheng""}]",2010/3/10,2023/9/25
2009-0378-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Changning area (Yibin district, Sichuan Sheng province)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,81300,Km2,26.62,105.15,,2009,8,28,2009,9,1,12,,118000,,118000,,,,,,,70.40886176,"[{""adm2_code"":13266,""adm2_name"":""Yibin""}]",2009/10/1,2023/9/25
2009-0613-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Panzhihua city (Panzhihua district, Sichuan Sheng province), Guizhou Sheng, Jiangxi Sheng provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,201100,Km2,30.86,101.18,,2009,7,26,2009,8,4,20,38,,,38,,,,,33000,46869,70.40886176,"[{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""},{""adm1_code"":914,""adm1_name"":""Jiangxi Sheng""},{""adm2_code"":13257,""adm2_name"":""Panzhihua""}]",2010/3/5,2023/9/25
2009-0636-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Hunan Sheng, Guizhou Sheng provinces",Heavy rains,,No,No,No,,,Km2,,,,2009,6,7,2009,6,9,16,,,,,,,,,281000,399097,70.40886176,"[{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""},{""adm1_code"":912,""adm1_name"":""Hunan Sheng""}]",2010/8/4,2023/9/25
2010-0239-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2010-000122,,CHN,China,Eastern Asia,Asia,"Ankang, Hanzhong, Shangluo districts (Shaanxi Sheng province), Fujian Sheng, Sichuan Sheng, Guangxi Zhuangzu Zizhiqu, Zhejiang Sheng, Hunan Sheng, Guangdong Sheng, Guizhou Sheng, Hubei Sheng, Yunnan Sheng, Henan Sheng, Jilin Sheng, Anhui Sheng, Jiangsu Sheng, Chongqing Shi, Shangai Shi, Gansu Sheng provinces",Heavy monsoonal rains,"Slide (land, mud, snow, rock)",Yes,No,No,1068,,Km2,,,,2010,5,29,2010,8,31,1691,,134000000,,134000000,,,61000,85239,18000000,25152453,71.56359558,"[{""adm1_code"":898,""adm1_name"":""Anhui Sheng""},{""adm1_code"":900,""adm1_name"":""Chongqing Shi""},{""adm1_code"":901,""adm1_name"":""Fujian Sheng""},{""adm1_code"":902,""adm1_name"":""Gansu Sheng""},{""adm1_code"":903,""adm1_name"":""Guangdong Sheng""},{""adm1_code"":904,""adm1_name"":""Guangxi Zhuangzu Zizhiqu""},{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""},{""adm1_code"":909,""adm1_name"":""Henan Sheng""},{""adm1_code"":911,""adm1_name"":""Hubei Sheng""},{""adm1_code"":912,""adm1_name"":""Hunan Sheng""},{""adm1_code"":913,""adm1_name"":""Jiangsu Sheng""},{""adm1_code"":914,""adm1_name"":""Jiangxi Sheng""},{""adm1_code"":915,""adm1_name"":""Jilin Sheng""},{""adm1_code"":922,""adm1_name"":""Shanghai Shi""},{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""},{""adm1_code"":929,""adm1_name"":""Yunnan Sheng""},{""adm1_code"":930,""adm1_name"":""Zhejiang Sheng""},{""adm2_code"":13221,""adm2_name"":""Hanzhong""},{""adm2_code"":13222,""adm2_name"":""Ankang""},{""adm2_code"":13223,""adm2_name"":""Shangluo""}]",2014/5/12,2023/9/25
2010-0344-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,Jilin Sheng province,Heavy rains,,No,No,No,,,Km2,,,,2010,6,,2010,8,,152,,6000000,,6000000,,,,,,,71.56359558,"[{""adm1_code"":915,""adm1_name"":""Jilin Sheng""}]",2010/8/13,2023/9/25
2010-0405-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Mianzhu Shi area (Deyang district, Sichuan Sheng province), Longnan, Tianshui districts (Gansu Sheng province)",Torrential rains,,No,No,No,,,Km2,,,,2010,8,13,2010,8,16,59,,,,,,,,,,,71.56359558,"[{""adm2_code"":13018,""adm2_name"":""Tianshui""},{""adm2_code"":13023,""adm2_name"":""Longnan""},{""adm2_code"":13259,""adm2_name"":""Deyang""}]",2010/8/26,2023/9/25
2010-0415-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2010-000153,,CHN,China,Eastern Asia,Asia,"Dandong city (Dandong district, Liaoning Sheng province)",Heavy rains,,No,No,No,,,Km2,,,Yalu river,2010,8,21,2010,8,21,5,136,64000,,64136,,,,,,,71.56359558,"[{""adm2_code"":13182,""adm2_name"":""Dandong""}]",2010/8/23,2023/9/25
2010-0530-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Qionghai Shi, Wanning Shi, Ding'an Xian areas (Hainan district, Hainan Sheng province), Haikou, Sanya districts (Hainan Sheng province)",Heavy rains,,No,No,No,,,Km2,,,,2010,10,6,2010,10,6,4,,130000,,130000,,,,,171000,238948,71.56359558,"[{""adm2_code"":13072,""adm2_name"":""Hainan""},{""adm2_code"":13073,""adm2_name"":""Haikou""},{""adm2_code"":13074,""adm2_name"":""Sanya""}]",2010/10/11,2023/9/25
2011-0202-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Wenchengzhen village (Yushan Xian area, Shangrao district, Jiangxi Sheng province), Fengcheng area (Yichun district, Jiangxi Sheng province), Wangmo area (Qianxinan Buyei and Miao district, Guizhou Sheng province), Luaihua, Loudi, Xiangxi Tujia and Miao districts (Hunan Sheng province)",,,No,No,No,,,Km2,,,,2011,6,,2011,6,,16,,60000,,60000,,,,,,,73.82275086,"[{""adm2_code"":13067,""adm2_name"":""Qianxinan Buyei and Miao""},{""adm2_code"":13141,""adm2_name"":""Huaihua""},{""adm2_code"":13142,""adm2_name"":""Loudi""},{""adm2_code"":13143,""adm2_name"":""Xiangxi Tujia and Miao""},{""adm2_code"":13164,""adm2_name"":""Yichun""},{""adm2_code"":13165,""adm2_name"":""Shangrao""}]",2011/6/9,2023/9/25
2011-0212-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Jiangsu Sheng, Anchui Sheng, Jiangxi Sheng, Hunan Sheng, Guangdong Sheng, Sichuan Sheng, Yunnan Sheng, Xizang Zizhiqu provinces",Monsoonal rain,"Slide (land, mud, snow, rock)",No,No,No,,1341347,Km2,27.0633,108.11,,2011,7,11,2011,7,19,6,,1600000,,1600000,,,,,54130,73324,73.82275086,"[{""adm1_code"":898,""adm1_name"":""Anhui Sheng""},{""adm1_code"":903,""adm1_name"":""Guangdong Sheng""},{""adm1_code"":912,""adm1_name"":""Hunan Sheng""},{""adm1_code"":913,""adm1_name"":""Jiangsu Sheng""},{""adm1_code"":914,""adm1_name"":""Jiangxi Sheng""},{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""},{""adm1_code"":928,""adm1_name"":""Xizang Zizhiqu""},{""adm1_code"":929,""adm1_name"":""Yunnan Sheng""}]",2011/7/20,2023/9/25
2011-0227-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2011-000059,,CHN,China,Eastern Asia,Asia,"Kaihua Xian, Changshan Xian areas (Quzhou district, Zhejiang Sheng province), Xianning, Wuhan districts (Hubei Sheng province), Shangrao district (Jiangxi Sheng province), Huangshan district (Anhui Sheng province), Yueyang districts (Hunan Sheng province), Sichuan Sheng, Chongqing Shi, Guizhou Sheng provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,431896,Km2,27.89,14.47,,2011,6,1,2011,6,29,467,,67900000,,67900000,,,195000,264146,6400000,8669414,73.82275086,"[{""adm1_code"":900,""adm1_name"":""Chongqing Shi""},{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""},{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""},{""adm2_code"":12992,""adm2_name"":""Huangshan""},{""adm2_code"":13117,""adm2_name"":""Wuhan""},{""adm2_code"":13127,""adm2_name"":""Xianning""},{""adm2_code"":13135,""adm2_name"":""Yueyang""},{""adm2_code"":13165,""adm2_name"":""Shangrao""},{""adm2_code"":13326,""adm2_name"":""Quzhou""}]",2012/1/24,2023/9/25
2011-0370-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Luanchuan, Song Xian areas (Luoyang district, Henan Sheng province), Weinan, Xi'an districts (Shaanxi Sheng province), Sichuan Sheng, Chongqing Sheng, Hubei Sheng, Shandong Sheng, Shanxi Sheng, Gansu Sheng, Qinghai Sheng provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2011,9,1,2011,9,22,117,,20000000,,20000000,,,,,4250000,5757033,73.82275086,"[{""adm1_code"":900,""adm1_name"":""Chongqing Shi""},{""adm1_code"":902,""adm1_name"":""Gansu Sheng""},{""adm1_code"":911,""adm1_name"":""Hubei Sheng""},{""adm1_code"":919,""adm1_name"":""Qinghai Sheng""},{""adm1_code"":921,""adm1_name"":""Shandong Sheng""},{""adm1_code"":923,""adm1_name"":""Shanxi Sheng""},{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""},{""adm2_code"":13101,""adm2_name"":""Luoyang""},{""adm2_code"":13215,""adm2_name"":""Xi'an""},{""adm2_code"":13219,""adm2_name"":""Weinan""}]",2012/1/24,2023/9/25
2011-0421-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Beijing Shi, Shanxi Sheng, Nei Mongol Zizhiqu, Jilin Sheng, Heilongjiang Sheng, Jiangsu Sheng, Henan Sheng, Yunnan Sheng, Xinjinag Uygur Zizhiqu",Monsoonal rain,,No,No,No,,1215862,Km2,37.417,109.53,,2011,8,1,2011,9,8,22,,3800000,,3800000,,,,,,,73.82275086,"[{""adm1_code"":899,""adm1_name"":""Beijing Shi""},{""adm1_code"":908,""adm1_name"":""Heilongjiang Sheng""},{""adm1_code"":909,""adm1_name"":""Henan Sheng""},{""adm1_code"":913,""adm1_name"":""Jiangsu Sheng""},{""adm1_code"":915,""adm1_name"":""Jilin Sheng""},{""adm1_code"":917,""adm1_name"":""Nei Mongol Zizhiqu""},{""adm1_code"":923,""adm1_name"":""Shanxi Sheng""},{""adm1_code"":927,""adm1_name"":""Xinjiang Uygur Zizhiqu""},{""adm1_code"":929,""adm1_name"":""Yunnan Sheng""}]",2011/11/7,2023/9/25
2012-0136-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CHN,China,Eastern Asia,Asia,"Longnan, Dingxi, Tianshui, Jiuquan, Linxia Hui districts (Gansu Sheng province), Changsha, Zhuzhou, Shaoyang districts (Hunan Sheng province)",Heavy rains,,No,No,No,,105607,Km2,32.452,106.493,,2012,5,8,2012,5,16,53,,185000,,185000,,,,,316333,419816,75.3503857,"[{""adm2_code"":13018,""adm2_name"":""Tianshui""},{""adm2_code"":13019,""adm2_name"":""Jiuquan""},{""adm2_code"":13022,""adm2_name"":""Dingxi""},{""adm2_code"":13023,""adm2_name"":""Longnan""},{""adm2_code"":13026,""adm2_name"":""Linxia Hui""},{""adm2_code"":13130,""adm2_name"":""Changsha""},{""adm2_code"":13131,""adm2_name"":""Zhuzhou""},{""adm2_code"":13134,""adm2_name"":""Shaoyang""}]",2012/7/5,2023/9/25
